#,Formation,Sub,1,2,3,4,5,6,7,8,9
A-1,A,1,,(4),,(0),-4,,,,
A-2,A,2,(4),,(2),,(-2),,BLACK,,(15)
A-3,A,3,(3),,,(1),,BLACK,,,BLACK
A-4,A,4,,,,,,,,INT 31,
A-5,A,5,,,,,,,,(24),
B-1,B,1,(0),(0),,(0),-6,,(18),,
B-2,B,2,-4,,,-4,(5),,(17),,
B-3,B,3,-4,,(1),-4,,,(13),,(15)
B-4,B,4,(1),,,,,(15),,,
B-5,B,5,(1),-1,,,,,(TD),(TD),BLACK
C-1,C,1,(6),(1),(0),,(-1),,,,BLACK
C-2,C,2,(4),,(0),,,(0),,,BLACK
C-3,C,3,,,(0),,,(0),(11),,
C-4,C,4,,,,,,INT 6,,,
C-5,C,5,,,,6,,,(26),(43),
D-1,D,1,,3,(1),,(-1),,,,
D-2,D,2,(5),(3),,,,(0),(10),,(10)
D-3,D,3,,(3),,,,(0),BLACK,,(10)
D-4,D,4,,,,,,INT 7,,,
D-5,D,5,,,,9,,,(22),(25),
E-1,E,1,(5),(4),(2),,(-1),,,BLACK,(9)
E-2,E,2,,2,,(8),,,,BLACK,
E-3,E,3,,,,,,(11),,BLACK,
E-4,E,4,,,,,,,,INT 32,
E-5,E,5,,,6,15,,,,,
F-1,F,1,-3,-3,1,-5,(21),,QT,QT,QT
F-2,F,2,,,-5,,-6,QT,,QT,(38)
F-3,F,3,,,-12,(7),(TD),,,-20,(15)
F-4,F,4,,,(10),,QT,,INT 11,,
F-5,F,5,,,,3,QT,,(TD),INT 44,INT 17
